kode_kemendagri;kode_pos;kelurahan;kecamatan;kota;provinsi
12.77.04.2008;22700;Huta Padang;Padangsidimpuan Hutaimbaru;Kota Padangsidimpuan;Sumatera Utara
12.77.04.2009;22705;Partihaman Saroha;Padangsidimpuan Hutaimbaru;Kota Padangsidimpuan;Sumatera Utara
12.77.04.2010;22709;Tinjoman Lama;Padangsidimpuan Hutaimbaru;Kota Padangsidimpuan;Sumatera Utara
12.77.05.1001;22730;Sihitang;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.1002;22730;Pijor Koling;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2003;22730;Palopat Pijor Koling;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2004;22730;Salambue;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2005;22730;Purbatua Pijor Koling;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2006;22730;Sigulang;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2007;22730;Manunggang Julu;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2008;22730;Goti;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2009;22730;Manegen;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2010;22730;Huta Koje;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2011;22730;Hutalimbong;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2012;22730;Huta Padang;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2013;22730;Perkebunan Pijor Koling;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2014;22730;Labuhan Labo;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2015;22730;Huta Lombang;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2016;22730;Manunggang Jae;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2017;22730;Labuhan Rasoki;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.05.2018;22730;Tarutung Baru;Padangsidimpuan Tenggara;Kota Padangsidimpuan;Sumatera Utara
12.77.06.2001;22729;Joring Lombang;Padangsidimpuan Angkola Julu;Kota Padangsidimpuan;Sumatera Utara
12.77.06.2002;22729;Batu Layan;Padangsidimpuan Angkola Julu;Kota Padangsidimpuan;Sumatera Utara
12.77.06.2003;22729;Simasom;Padangsidimpuan Angkola Julu;Kota Padangsidimpuan;Sumatera Utara
12.77.06.2004;22729;Pintu Langit Jae;Padangsidimpuan Angkola Julu;Kota Padangsidimpuan;Sumatera Utara
12.77.06.2005;22729;Mompang;Padangsidimpuan Angkola Julu;Kota Padangsidimpuan;Sumatera Utara
12.77.06.2006;22729;Rimba Soping;Padangsidimpuan Angkola Julu;Kota Padangsidimpuan;Sumatera Utara
12.77.06.2007;22729;Simatohir;Padangsidimpuan Angkola Julu;Kota Padangsidimpuan;Sumatera Utara
12.77.06.2008;22729;Joring Natobang;Padangsidimpuan Angkola Julu;Kota Padangsidimpuan;Sumatera Utara
12.78.01.1030;22810;Pasar Gunungsitoli;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.1031;22810;Saombo;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.1032;22810;Ilir;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2001;22810;Bawodesolo;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2002;22810;Boyo;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2003;22810;Dahadano Gawu-gawu;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2004;22810;Dahana Tabaloho;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2005;22810;Fadoro Lasara;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2006;22810;Hilihao;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2007;22810;Hilimbaruzo;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2008;22810;Hilinaa;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2009;22810;Iraonogeba;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2010;22810;Lasara Bahili;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2011;22810;Lolowonu Nikootano;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2012;22810;Madula;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2013;22810;Madolaoli;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2014;22810;Mudik;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2015;22810;Miga;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2016;22810;Moawo;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2017;22810;Ombolata Ulu;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2018;22810;Onowaembo;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2019;22810;Onozitoli Olora;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2020;22810;Onozitoli Sifaoroasi;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2021;22810;Saewe;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2022;22810;Sifalaete Tabaloho;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2023;22810;Sifalaete Ulu;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2024;22810;Sihareo Ii Tabaloho;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2025;22810;Simandraolo;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2026;22810;Sisarahiligamo;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2027;22810;Sisarahili Sisambualahe;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2028;22810;Sisobahili Tabaloho;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.01.2029;22810;Tuhemberua Ulu;Gunungsitoli;Kota Gunungsitoli;Sumatera Utara
12.78.02.2001;22851;Ononamolo I Lot;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2002;22851;Fodo;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2003;22851;Faekhu;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2004;22851;Lolofaoso Tabaloho;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2005;22851;Lolomboli;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2006;22851;Mazingo Tabaloho;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2007;22851;Onozitoli Tabaloho;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2008;22851;Lololakha;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2009;22851;Sihareo I Tabaloho;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2010;22851;Ombolata Simenari;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2011;22851;Hiligara;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2012;22851;Luahalaraga;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2013;22851;Sisobahili Ii Tanoseo;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2014;22851;Hiligodu Ombolata;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.02.2015;22851;Tetehosi Ombolata;Gunungsitoli Selatan;Kota Gunungsitoli;Sumatera Utara
12.78.03.2001;22851;Afia;Gunungsitoli Utara;Kota Gunungsitoli;Sumatera Utara
12.78.03.2002;22851;Loloanaa Lolomoyo;Gunungsitoli Utara;Kota Gunungsitoli;Sumatera Utara
12.78.03.2003;22851;Lasara Sowu;Gunungsitoli Utara;Kota Gunungsitoli;Sumatera Utara
12.78.03.2004;22851;Telukbelukar;Gunungsitoli Utara;Kota Gunungsitoli;Sumatera Utara
12.78.03.2005;22851;Tetehosi Afia;Gunungsitoli Utara;Kota Gunungsitoli;Sumatera Utara
12.78.03.2006;22851;Hambawa;Gunungsitoli Utara;Kota Gunungsitoli;Sumatera Utara
12.78.03.2007;22851;Gawu-gawu Bouso;Gunungsitoli Utara;Kota Gunungsitoli;Sumatera Utara
12.78.03.2008;22851;Olora;Gunungsitoli Utara;Kota Gunungsitoli;Sumatera Utara
12.78.03.2009;22851;Hilimbowo Olora;Gunungsitoli Utara;Kota Gunungsitoli;Sumatera Utara
12.78.03.2010;22851;Hiligodu Ulu;Gunungsitoli Utara;Kota Gunungsitoli;Sumatera Utara
12.78.04.2001;22870;Sifalaete;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2002;22870;Hilimbawodesolo;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2003;22870;Dahana;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2004;22870;Bawodesolo;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2005;22870;Tuhegeo I;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2006;22870;Simanaere;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2007;22870;Humene;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2008;22870;Siwalubanua Ii;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2009;22870;Helefanikha;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2010;22870;Tetehosi I;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2011;22870;Fowa;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2012;22870;Binaka;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2013;22870;Idanotae;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2014;22870;Tetehosi Ii;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2015;22870;Loloanaa Idanoi;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2016;22870;Siwalubanua I;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2017;22870;Hilihambawa;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2018;22870;Awaai;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2019;22870;Lewuoguru Idanoi;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2020;22870;Fadoro;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2021;22870;Hiliweto Idanoi;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2022;22870;Hilimbowo Idanoi;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2023;22870;Onowaembo;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2024;22870;Ombolata;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2025;22870;Samasi;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.04.2026;22870;Tuhegeo Ii;Gunungsitoli Idanoi;Kota Gunungsitoli;Sumatera Utara
12.78.05.2001;22851;Nazalou Alooa;Gunungsitoli Alooa;Kota Gunungsitoli;Sumatera Utara
12.78.05.2002;22851;Nikootano Dao;Gunungsitoli Alooa;Kota Gunungsitoli;Sumatera Utara
12.78.05.2003;22851;Iraonolase;Gunungsitoli Alooa;Kota Gunungsitoli;Sumatera Utara
12.78.05.2004;22851;Orahili Tanoseo;Gunungsitoli Alooa;Kota Gunungsitoli;Sumatera Utara
12.78.05.2005;22851;Tarakhaini;Gunungsitoli Alooa;Kota Gunungsitoli;Sumatera Utara
12.78.05.2006;22851;Fadoro Hilimbowo;Gunungsitoli Alooa;Kota Gunungsitoli;Sumatera Utara
12.78.05.2007;22851;Fadoro You;Gunungsitoli Alooa;Kota Gunungsitoli;Sumatera Utara
12.78.05.2008;22851;Lololawa;Gunungsitoli Alooa;Kota Gunungsitoli;Sumatera Utara
12.78.05.2009;22851;Nazalou Lolowua;Gunungsitoli Alooa;Kota Gunungsitoli;Sumatera Utara
12.78.06.2001;22811;Tumori;Gunungsitoli Barat;Kota Gunungsitoli;Sumatera Utara
12.78.06.2002;22811;Tumori Balohili;Gunungsitoli Barat;Kota Gunungsitoli;Sumatera Utara
12.78.06.2003;22811;Orahili Tumori;Gunungsitoli Barat;Kota Gunungsitoli;Sumatera Utara
12.78.06.2004;22811;Gada;Gunungsitoli Barat;Kota Gunungsitoli;Sumatera Utara
12.78.06.2005;22811;Lolomoyo Tuhemberua;Gunungsitoli Barat;Kota Gunungsitoli;Sumatera Utara
12.78.06.2006;22811;Sihareo Siwahili;Gunungsitoli Barat;Kota Gunungsitoli;Sumatera Utara
12.78.06.2007;22811;Hilinakhe;Gunungsitoli Barat;Kota Gunungsitoli;Sumatera Utara
12.78.06.2008;22811;Onozikho;Gunungsitoli Barat;Kota Gunungsitoli;Sumatera Utara
12.78.06.2009;22811;Ononamolo Ii Lot;Gunungsitoli Barat;Kota Gunungsitoli;Sumatera Utara
13.01.01.2001;25671;Inderapura;Pancung Soal;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.01.2002;25671;Muaro Sakai Inderapura;Pancung Soal;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.01.2003;25671;Tiga Sepakat Inderapura;Pancung Soal;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.01.2004;25671;Inderapura Barat;Pancung Soal;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.01.2005;25671;Kudo-kudo Inderapura;Pancung Soal;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.01.2006;25671;Inderapura Selatan;Pancung Soal;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.01.2009;25671;Simpang Lama Inderapura;Pancung Soal;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.01.2010;25671;Tigo Sungai Inderapura;Pancung Soal;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.01.2011;25671;Tluk Amplu Inderapura;Pancung Soal;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.01.2012;25671;Inderapura Tengah;Pancung Soal;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.02.2001;25666;Pelangai;Ranah Pesisir;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.02.2002;25666;Sungai Tunu;Ranah Pesisir;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.02.2003;25666;Sungai Tunu Utara;Ranah Pesisir;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.02.2004;25666;Sungai Tunu Barat;Ranah Pesisir;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.02.2005;25666;Nyiur Melambai Pelangai;Ranah Pesisir;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.02.2006;25666;Sungai Liku Pelangai;Ranah Pesisir;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.02.2007;25666;Koto Viii Pelangai;Ranah Pesisir;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.02.2008;25666;Pelangai Gadang;Ranah Pesisir;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.02.2009;25666;Pelangai Kaciak;Ranah Pesisir;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.02.2010;25666;Pasia Pelangai;Ranah Pesisir;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.03.2001;25663;Kambang;Lengayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.03.2002;25663;Lakitan;Lengayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.03.2003;25663;Kambang Utara;Lengayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.03.2004;25663;Kambang Timur;Lengayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.03.2005;25663;Kambang Barat;Lengayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.03.2006;25663;Lakitan Utara;Lengayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.03.2007;25663;Lakitan Selatan;Lengayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.03.2008;25663;Lakitan Timur;Lengayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.03.2009;25663;Lakitan Tengah;Lengayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.04.2001;25661;Iv Koto Hilie;Batang Kapas;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.04.2002;25661;Iv Koto Mudiek;Batang Kapas;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.04.2003;25661;Taluak;Batang Kapas;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.04.2004;25661;Koto Nan Duo Iv Koto Hilie;Batang Kapas;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.04.2005;25661;Koto Nan Tigo Iv Koto Hilie;Batang Kapas;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.04.2006;25661;Teratak Tempatih Iv Koto Mudiek;Batang Kapas;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.04.2007;25661;Tuik Iv Koto Mudiek;Batang Kapas;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.04.2008;25661;Sungai Nyalo Iv Koto Mudiek;Batang Kapas;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.04.2009;25661;Taluk Tigo Sakato;Batang Kapas;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2001;25651;Painan;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2002;25651;Tambang;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2003;25651;Salido;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2004;25651;Lumpo;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2005;25651;Bunga Pasang Salido;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2006;25651;Sago Salido;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2007;25651;Salido Sari Bulan;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2008;25651;Koto Rawang;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2009;25651;Limau Gadang Lumpo;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2010;25651;Batu Kunik Lumpo;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2011;25651;Taratak Tangah Lumpo;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2012;25651;Ampuan Lumpo;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2013;25651;Ampang Tareh Lumpo;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2014;25651;Balai Sinayan Lumpo;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2015;25651;Sungai Gayo Lumpo;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2016;25651;Sungai Sariak Lumpo;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2017;25651;Bukik Kaciak Lumpo;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2018;25651;Gunung Bungkuak Lumpo;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2019;25651;Painan Selatan Painan;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.05.2020;25651;Painan Timur Painan;IV Jurai;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2005;25652;Koto Berapak;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2006;25652;Talaok;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2007;25652;Pasar Baru;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2008;25652;Gurun Panjang;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2009;25652;Api-api Pasar Baru;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2010;25652;Tanjung Durian Pasar Baru;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2011;25652;Asam Kamba Pasar Baru;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2012;25652;Sawah Laweh Pasar Baru;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2013;25652;Kapeh Panji Jaya Talaok;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2014;25652;Aur Begalung Talaok;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2015;25652;Kapelgam Koto Berapak;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2016;25652;Koto Baru Koto Berapak;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2017;25652;Kubang Koto Berapak;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2018;25652;Kapujan Koto Berapak;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2019;25652;Gurun Panjang Utara;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2020;25652;Gurun Panjang Barat;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.06.2021;25652;Gurun Panjang Selatan;Bayang;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2001;25654;Siguntur;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2002;25654;Sungai Pinang;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2003;25654;Duku;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2004;25654;Batu Hampa;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2005;25654;Nanggalo;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2006;25654;Ampang Pulai;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2007;25654;Kapuh;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2008;25654;Barung-barung Balantai;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2009;25654;Barung-barung Balantai Selatan;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2010;25654;Mandeh;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2011;25654;Kapuah Utara;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2012;25654;Taratak Sungai Lundang;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2013;25654;Siguntur Tua;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2014;25654;Kampung Baru Korong Nan Ampek;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2015;25654;Duku Utara;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2016;25654;Pulau Karam Ampang Pulai;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2017;25654;Jinang Kampung Pansur Ampang Pulai;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2018;25654;Cerocok Anau Ampang Pulai;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2019;25654;Sungai Nyalo Mudiak Aia;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2020;25654;Batu Hampar Selatan;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2021;25654;Barung-barung Balantai Timur;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2022;25654;Barung-barung Balantai Tengah;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.07.2023;25654;Setara Nanggalo;Koto XI Tarusan;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2001;25662;Taratak;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2002;25662;Surantih;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2003;25662;Amping Parak;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2004;25662;Amping Parak Timur;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2005;25662;Koto Taratak;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2006;25662;Lansano Taratak;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2007;25662;Aur Duri Surantih;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2008;25662;Rawang Gunung Malelo Surantih;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2009;25662;Koto Nan Tigo Selatan Surantih;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2010;25662;Koto Nan Tigo Utara Surantih;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2011;25662;Ganting Mudiak Selatan Surantih;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.08.2012;25662;Ganting Mudiak Utara Surantih;Sutera;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.09.2001;25668;Punggasan;Linggo Sari Baganti;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.09.2002;25668;Air Haji;Linggo Sari Baganti;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.09.2003;25668;Punggasan Utara;Linggo Sari Baganti;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.09.2004;25668;Punggasan Timur;Linggo Sari Baganti;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.09.2005;25668;Padang Xi Punggasan;Linggo Sari Baganti;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.09.2006;25668;Lagan Mudik Punggasan;Linggo Sari Baganti;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.09.2007;25668;Lagan Hilir Punggasan;Linggo Sari Baganti;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.09.2008;25668;Air Haji Tenggara;Linggo Sari Baganti;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.09.2009;25668;Pasar Lama Muara Air Haji;Linggo Sari Baganti;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.09.2010;25668;Pasar Bukit Air Haji;Linggo Sari Baganti;Kabupaten Pesisir Selatan;Sumatera Barat
13.01.09.2011;25668;Air Haji Barat;Linggo Sari Baganti;Kabupaten Pesisir Selatan;Sumatera Barat
