kode_kemendagri;kode_pos;kelurahan;kecamatan;kota;provinsi
12.71.13.1004;20252;Martubung;Medan Labuhan;Kota Medan;Sumatera Utara
12.71.13.1005;20524;Nelayan Indah;Medan Labuhan;Kota Medan;Sumatera Utara
12.71.13.1006;20525;Tangkahan;Medan Labuhan;Kota Medan;Sumatera Utara
12.71.14.1001;20221;Indra Kasih;Medan Tembung;Kota Medan;Sumatera Utara
12.71.14.1002;20222;Sidorejo Hilir;Medan Tembung;Kota Medan;Sumatera Utara
12.71.14.1003;20222;Sidorejo;Medan Tembung;Kota Medan;Sumatera Utara
12.71.14.1004;20224;Bantan;Medan Tembung;Kota Medan;Sumatera Utara
12.71.14.1005;20225;Tembung;Medan Tembung;Kota Medan;Sumatera Utara
12.71.14.1006;20223;Bandar Selamat;Medan Tembung;Kota Medan;Sumatera Utara
12.71.14.1007;20224;Bantan Timur;Medan Tembung;Kota Medan;Sumatera Utara
12.71.15.1001;20151;A U R;Medan Maimun;Kota Medan;Sumatera Utara
12.71.15.1002;20151;Hamdan;Medan Maimun;Kota Medan;Sumatera Utara
12.71.15.1003;20152;J A T I;Medan Maimun;Kota Medan;Sumatera Utara
12.71.15.1004;20159;Sukaraja;Medan Maimun;Kota Medan;Sumatera Utara
12.71.15.1005;20159;Sei Mati;Medan Maimun;Kota Medan;Sumatera Utara
12.71.15.1006;20158;Kampung Baru;Medan Maimun;Kota Medan;Sumatera Utara
12.71.16.1001;20152;Madras Hulu;Medan Polonia;Kota Medan;Sumatera Utara
12.71.16.1002;20157;Polonia;Medan Polonia;Kota Medan;Sumatera Utara
12.71.16.1003;20157;Sari Rejo;Medan Polonia;Kota Medan;Sumatera Utara
12.71.16.1004;20157;Suka Damai;Medan Polonia;Kota Medan;Sumatera Utara
12.71.16.1005;20152;Anggrung;Medan Polonia;Kota Medan;Sumatera Utara
12.71.17.1001;20153;Petisah Hulu;Medan Baru;Kota Medan;Sumatera Utara
12.71.17.1002;20154;Babura;Medan Baru;Kota Medan;Sumatera Utara
12.71.17.1003;20154;Merdeka;Medan Baru;Kota Medan;Sumatera Utara
12.71.17.1004;20153;Darat;Medan Baru;Kota Medan;Sumatera Utara
12.71.17.1005;20155;Padang Bulan;Medan Baru;Kota Medan;Sumatera Utara
12.71.17.1006;20156;Titi Rante;Medan Baru;Kota Medan;Sumatera Utara
12.71.18.1001;20232;Pandau Hilir;Medan Perjuangan;Kota Medan;Sumatera Utara
12.71.18.1002;20233;Pahlawan;Medan Perjuangan;Kota Medan;Sumatera Utara
12.71.18.1003;20233;Sei Kera Hilir I;Medan Perjuangan;Kota Medan;Sumatera Utara
12.71.18.1004;20233;Sei Kera Hilir Ii;Medan Perjuangan;Kota Medan;Sumatera Utara
12.71.18.1005;20233;Sei Kera Hulu;Medan Perjuangan;Kota Medan;Sumatera Utara
12.71.18.1006;20236;Sidorame Timur;Medan Perjuangan;Kota Medan;Sumatera Utara
12.71.18.1007;20236;Sidorame Barat I;Medan Perjuangan;Kota Medan;Sumatera Utara
12.71.18.1008;20236;Sidorame Barat Ii;Medan Perjuangan;Kota Medan;Sumatera Utara
12.71.18.1009;20237;Tegalrejo;Medan Perjuangan;Kota Medan;Sumatera Utara
12.71.19.1001;20112;Petisah Tengah;Medan Petisah;Kota Medan;Sumatera Utara
12.71.19.1002;20113;Sekip;Medan Petisah;Kota Medan;Sumatera Utara
12.71.19.1003;20119;Sei Sikambing D;Medan Petisah;Kota Medan;Sumatera Utara
12.71.19.1004;20118;Sei Putih Barat;Medan Petisah;Kota Medan;Sumatera Utara
12.71.19.1005;20118;Sei Putih Tengah;Medan Petisah;Kota Medan;Sumatera Utara
12.71.19.1006;20118;Sei Putih Timur I;Medan Petisah;Kota Medan;Sumatera Utara
12.71.19.1007;20118;Sei Putih Timur Ii;Medan Petisah;Kota Medan;Sumatera Utara
12.71.20.1001;20231;Gang Buntu;Medan Timur;Kota Medan;Sumatera Utara
12.71.20.1002;20234;Sidodadi;Medan Timur;Kota Medan;Sumatera Utara
12.71.20.1003;20235;Durian;Medan Timur;Kota Medan;Sumatera Utara
12.71.20.1004;20238;Glugur Darat I;Medan Timur;Kota Medan;Sumatera Utara
12.71.20.1005;20238;Glugur Darat Ii;Medan Timur;Kota Medan;Sumatera Utara
12.71.20.1006;20239;P Berayan Darat I;Medan Timur;Kota Medan;Sumatera Utara
12.71.20.1007;20239;P Berayan Darat Ii;Medan Timur;Kota Medan;Sumatera Utara
12.71.20.1008;20239;P Berayan Bengkel;Medan Timur;Kota Medan;Sumatera Utara
12.71.20.1009;20239;Pb Bengkel Baru;Medan Timur;Kota Medan;Sumatera Utara
12.71.20.1010;20231;Perintis;Medan Timur;Kota Medan;Sumatera Utara
12.71.20.1011;20235;Gaharu;Medan Timur;Kota Medan;Sumatera Utara
12.71.21.1001;20133;Asam Kumbang;Medan Selayang;Kota Medan;Sumatera Utara
12.71.21.1002;20132;Tanjungsari;Medan Selayang;Kota Medan;Sumatera Utara
12.71.21.1003;20131;P Bulan Selayang Ii;Medan Selayang;Kota Medan;Sumatera Utara
12.71.21.1004;20131;Beringin;Medan Selayang;Kota Medan;Sumatera Utara
12.71.21.1005;20131;P Bulan Selayang I;Medan Selayang;Kota Medan;Sumatera Utara
12.71.21.1006;20132;Sempakata;Medan Selayang;Kota Medan;Sumatera Utara
12.72.01.1001;21134;Kebun Sayur;Siantar Timur;Kota Pematangsiantar;Sumatera Utara
12.72.01.1002;21133;Tomuan;Siantar Timur;Kota Pematangsiantar;Sumatera Utara
12.72.01.1003;21132;Pahlawan;Siantar Timur;Kota Pematangsiantar;Sumatera Utara
12.72.01.1004;21136;Asuhan;Siantar Timur;Kota Pematangsiantar;Sumatera Utara
12.72.01.1005;21135;Merdeka;Siantar Timur;Kota Pematangsiantar;Sumatera Utara
12.72.01.1006;21131;Pardomuan;Siantar Timur;Kota Pematangsiantar;Sumatera Utara
12.72.01.1007;21139;Siopat Suhu;Siantar Timur;Kota Pematangsiantar;Sumatera Utara
12.72.02.1001;21118;Dwikora;Siantar Barat;Kota Pematangsiantar;Sumatera Utara
12.72.02.1002;21117;Proklamasi;Siantar Barat;Kota Pematangsiantar;Sumatera Utara
12.72.02.1003;21111;Bantan;Siantar Barat;Kota Pematangsiantar;Sumatera Utara
12.72.02.1004;21116;Timbang Galung;Siantar Barat;Kota Pematangsiantar;Sumatera Utara
12.72.02.1005;21113;Simarito;Siantar Barat;Kota Pematangsiantar;Sumatera Utara
12.72.02.1006;21114;Sipinggolpinggol;Siantar Barat;Kota Pematangsiantar;Sumatera Utara
12.72.02.1007;21112;Banjar;Siantar Barat;Kota Pematangsiantar;Sumatera Utara
12.72.02.1008;21115;Teladan;Siantar Barat;Kota Pematangsiantar;Sumatera Utara
12.72.03.1001;21144;Melayu;Siantar Utara;Kota Pematangsiantar;Sumatera Utara
12.72.03.1002;21143;Martoba;Siantar Utara;Kota Pematangsiantar;Sumatera Utara
12.72.03.1003;21145;Baru;Siantar Utara;Kota Pematangsiantar;Sumatera Utara
12.72.03.1004;21146;Sukadame;Siantar Utara;Kota Pematangsiantar;Sumatera Utara
12.72.03.1005;21147;Kahean;Siantar Utara;Kota Pematangsiantar;Sumatera Utara
12.72.03.1006;21141;Sigulanggulang;Siantar Utara;Kota Pematangsiantar;Sumatera Utara
12.72.03.1007;21142;Bane;Siantar Utara;Kota Pematangsiantar;Sumatera Utara
12.72.04.1001;21123;Toba;Siantar Selatan;Kota Pematangsiantar;Sumatera Utara
12.72.04.1002;21122;Karo;Siantar Selatan;Kota Pematangsiantar;Sumatera Utara
12.72.04.1003;21121;Simalungun;Siantar Selatan;Kota Pematangsiantar;Sumatera Utara
12.72.04.1004;21125;Martimbang;Siantar Selatan;Kota Pematangsiantar;Sumatera Utara
12.72.04.1005;21124;Kristen;Siantar Selatan;Kota Pematangsiantar;Sumatera Utara
12.72.04.1006;21126;Aek Nauli;Siantar Selatan;Kota Pematangsiantar;Sumatera Utara
12.72.05.1002;21128;Sukaraja;Siantar Marihat;Kota Pematangsiantar;Sumatera Utara
12.72.05.1005;21129;Baringin Pancur Nauli;Siantar Marihat;Kota Pematangsiantar;Sumatera Utara
12.72.05.1006;21128;Pardamean;Siantar Marihat;Kota Pematangsiantar;Sumatera Utara
12.72.05.1007;21127;Sukamaju;Siantar Marihat;Kota Pematangsiantar;Sumatera Utara
12.72.05.1008;21129;Parhorasan Nauli;Siantar Marihat;Kota Pematangsiantar;Sumatera Utara
12.72.05.1009;21128;Sukamakmur;Siantar Marihat;Kota Pematangsiantar;Sumatera Utara
12.72.05.1010;21129;Mekar Nauli;Siantar Marihat;Kota Pematangsiantar;Sumatera Utara
12.72.06.1001;21137;Sumber Jaya;Siantar Martoba;Kota Pematangsiantar;Sumatera Utara
12.72.06.1003;21137;Tambun Nabolon;Siantar Martoba;Kota Pematangsiantar;Sumatera Utara
12.72.06.1007;21137;Naga Pita;Siantar Martoba;Kota Pematangsiantar;Sumatera Utara
12.72.06.1008;21137;Pondok Sayur;Siantar Martoba;Kota Pematangsiantar;Sumatera Utara
12.72.06.1009;21137;Tanjung Tongah;Siantar Martoba;Kota Pematangsiantar;Sumatera Utara
12.72.06.1010;21137;Naga Pitu;Siantar Martoba;Kota Pematangsiantar;Sumatera Utara
12.72.06.1011;21137;Tanjung Pinggir;Siantar Martoba;Kota Pematangsiantar;Sumatera Utara
12.72.07.1001;21137;Gurilla;Siantar Sitalasari;Kota Pematangsiantar;Sumatera Utara
12.72.07.1002;21139;Bah Kapul;Siantar Sitalasari;Kota Pematangsiantar;Sumatera Utara
12.72.07.1003;21137;Setia Negara;Siantar Sitalasari;Kota Pematangsiantar;Sumatera Utara
12.72.07.1004;21137;Bukit Sofa;Siantar Sitalasari;Kota Pematangsiantar;Sumatera Utara
12.72.07.1005;21139;Bah Sorma;Siantar Sitalasari;Kota Pematangsiantar;Sumatera Utara
12.72.08.1001;21129;Simarimbun;Siantar Marimbun;Kota Pematangsiantar;Sumatera Utara
12.72.08.1002;21129;Tong Marimbun;Siantar Marimbun;Kota Pematangsiantar;Sumatera Utara
12.72.08.1003;21129;Naga Huta;Siantar Marimbun;Kota Pematangsiantar;Sumatera Utara
12.72.08.1004;21129;Naga Huta Timur;Siantar Marimbun;Kota Pematangsiantar;Sumatera Utara
12.72.08.1005;21127;Pematang Marihat;Siantar Marimbun;Kota Pematangsiantar;Sumatera Utara
12.72.08.1006;21128;Marihat Jaya;Siantar Marimbun;Kota Pematangsiantar;Sumatera Utara
12.73.01.1001;22514;Huta Barangan;Sibolga Utara;Kota Sibolga;Sumatera Utara
12.73.01.1002;22511;Angin Nauli;Sibolga Utara;Kota Sibolga;Sumatera Utara
12.73.01.1003;22512;Huta Tonga-tonga;Sibolga Utara;Kota Sibolga;Sumatera Utara
12.73.01.1004;22513;Sibolga Ilir;Sibolga Utara;Kota Sibolga;Sumatera Utara
12.73.01.1005;22513;Simare-mare;Sibolga Utara;Kota Sibolga;Sumatera Utara
12.73.02.1001;22521;Kota Baringin;Sibolga Kota;Kota Sibolga;Sumatera Utara
12.73.02.1002;22522;Pasar Baru;Sibolga Kota;Kota Sibolga;Sumatera Utara
12.73.02.1003;22523;Pasar Belakang;Sibolga Kota;Kota Sibolga;Sumatera Utara
12.73.02.1004;22524;Pancuran Gerobak;Sibolga Kota;Kota Sibolga;Sumatera Utara
12.73.03.1001;22533;Aek Habil;Sibolga Selatan;Kota Sibolga;Sumatera Utara
12.73.03.1002;22536;Aek Manis;Sibolga Selatan;Kota Sibolga;Sumatera Utara
12.73.03.1003;22537;Aek Muara Pinang;Sibolga Selatan;Kota Sibolga;Sumatera Utara
12.73.03.1004;22538;Aek Parombunan;Sibolga Selatan;Kota Sibolga;Sumatera Utara
12.73.04.1001;22531;Pancuran Kerambil;Sibolga Sambas;Kota Sibolga;Sumatera Utara
12.73.04.1002;22532;Pancuran Dewa;Sibolga Sambas;Kota Sibolga;Sumatera Utara
12.73.04.1003;22534;Pancuran Pinang;Sibolga Sambas;Kota Sibolga;Sumatera Utara
12.73.04.1004;22535;Pancuran Bambu;Sibolga Sambas;Kota Sibolga;Sumatera Utara
12.74.01.1001;21311;Tanjung Balai Kota I;Tanjung Balai Selatan;Kota Tanjung Balai;Sumatera Utara
12.74.01.1002;21312;Tanjung Balai Kota Ii;Tanjung Balai Selatan;Kota Tanjung Balai;Sumatera Utara
12.74.01.1003;21313;Perwira;Tanjung Balai Selatan;Kota Tanjung Balai;Sumatera Utara
12.74.01.1004;21314;Karya;Tanjung Balai Selatan;Kota Tanjung Balai;Sumatera Utara
12.74.01.1005;21316;Pantai Burung;Tanjung Balai Selatan;Kota Tanjung Balai;Sumatera Utara
12.74.01.1006;21315;Indra Sakti;Tanjung Balai Selatan;Kota Tanjung Balai;Sumatera Utara
12.74.02.1001;21321;Tanjung Balai Kota Iii;Tanjung Balai Utara;Kota Tanjung Balai;Sumatera Utara
12.74.02.1002;21322;Tanjung Balai Kota Iv;Tanjung Balai Utara;Kota Tanjung Balai;Sumatera Utara
12.74.02.1003;21323;Sejahtera;Tanjung Balai Utara;Kota Tanjung Balai;Sumatera Utara
12.74.02.1004;21324;Kuala Silo Bestari;Tanjung Balai Utara;Kota Tanjung Balai;Sumatera Utara
12.74.02.1005;21325;Matahalasan;Tanjung Balai Utara;Kota Tanjung Balai;Sumatera Utara
12.74.03.1001;21344;Keramat Kubah;Sei Tualang Raso;Kota Tanjung Balai;Sumatera Utara
12.74.03.1002;21343;Sumber Sari;Sei Tualang Raso;Kota Tanjung Balai;Sumatera Utara
12.74.03.1003;21342;Muara Sentosa;Sei Tualang Raso;Kota Tanjung Balai;Sumatera Utara
12.74.03.1004;21341;Pasar Baru;Sei Tualang Raso;Kota Tanjung Balai;Sumatera Utara
12.74.03.1005;21345;Sei Raja;Sei Tualang Raso;Kota Tanjung Balai;Sumatera Utara
12.74.04.1001;21334;Sei Merbau;Teluk Nibung;Kota Tanjung Balai;Sumatera Utara
12.74.04.1002;21333;Pematang Pasir;Teluk Nibung;Kota Tanjung Balai;Sumatera Utara
12.74.04.1003;21332;Perjuangan;Teluk Nibung;Kota Tanjung Balai;Sumatera Utara
12.74.04.1004;21331;Kapias Pulau Buaya;Teluk Nibung;Kota Tanjung Balai;Sumatera Utara
12.74.04.1005;21335;Beting Kuala Kapias;Teluk Nibung;Kota Tanjung Balai;Sumatera Utara
12.74.05.1003;21362;Gading;Datuk Bandar;Kota Tanjung Balai;Sumatera Utara
12.74.05.1004;21368;Sirantau;Datuk Bandar;Kota Tanjung Balai;Sumatera Utara
12.74.05.1005;21361;Sijambi;Datuk Bandar;Kota Tanjung Balai;Sumatera Utara
12.74.05.1006;21369;Pahang;Datuk Bandar;Kota Tanjung Balai;Sumatera Utara
12.74.05.1010;21368;Pantai Johor;Datuk Bandar;Kota Tanjung Balai;Sumatera Utara
12.74.06.1001;21366;Pulau Simardan;Datuk Bandar Timur;Kota Tanjung Balai;Sumatera Utara
12.74.06.1002;21365;Semula Jadi;Datuk Bandar Timur;Kota Tanjung Balai;Sumatera Utara
12.74.06.1003;21364;Selat Lancang;Datuk Bandar Timur;Kota Tanjung Balai;Sumatera Utara
12.74.06.1004;21367;Bunga Tanjung;Datuk Bandar Timur;Kota Tanjung Balai;Sumatera Utara
12.74.06.1005;21364;Selat Tanjung Medan;Datuk Bandar Timur;Kota Tanjung Balai;Sumatera Utara
12.75.01.1001;20743;Pahlawan;Binjai Utara;Kota Binjai;Sumatera Utara
12.75.01.1002;20741;Jati Negara;Binjai Utara;Kota Binjai;Sumatera Utara
12.75.01.1003;20742;Nangka;Binjai Utara;Kota Binjai;Sumatera Utara
12.75.01.1004;20745;Damai;Binjai Utara;Kota Binjai;Sumatera Utara
12.75.01.1005;20744;Kebun Lada;Binjai Utara;Kota Binjai;Sumatera Utara
12.75.01.1006;20747;Cengkeh Turi;Binjai Utara;Kota Binjai;Sumatera Utara
12.75.01.1007;20749;Jati Utomo;Binjai Utara;Kota Binjai;Sumatera Utara
12.75.01.1008;20748;Jati Makmur;Binjai Utara;Kota Binjai;Sumatera Utara
12.75.01.1009;20746;Jati Karya;Binjai Utara;Kota Binjai;Sumatera Utara
12.75.02.1001;20715;Berngam;Binjai Kota;Kota Binjai;Sumatera Utara
12.75.02.1002;20714;Satria;Binjai Kota;Kota Binjai;Sumatera Utara
12.75.02.1003;20713;Setia;Binjai Kota;Kota Binjai;Sumatera Utara
12.75.02.1004;20713;Kartini;Binjai Kota;Kota Binjai;Sumatera Utara
12.75.02.1005;20714;Tangsi;Binjai Kota;Kota Binjai;Sumatera Utara
12.75.02.1006;20712;Binjai;Binjai Kota;Kota Binjai;Sumatera Utara
12.75.02.1007;20711;Pekan Binjai;Binjai Kota;Kota Binjai;Sumatera Utara
12.75.03.1001;20719;Bandar Senembah;Binjai Barat;Kota Binjai;Sumatera Utara
12.75.03.1002;20717;Limau Mungkur;Binjai Barat;Kota Binjai;Sumatera Utara
12.75.03.1003;20716;Limau Sundai;Binjai Barat;Kota Binjai;Sumatera Utara
12.75.03.1004;20718;Paya Roba;Binjai Barat;Kota Binjai;Sumatera Utara
12.75.03.1005;20719;Suka Maju;Binjai Barat;Kota Binjai;Sumatera Utara
12.75.03.1006;20717;Sukaramai;Binjai Barat;Kota Binjai;Sumatera Utara
12.75.04.1001;20731;Tanah Tinggi;Binjai Timur;Kota Binjai;Sumatera Utara
12.75.04.1002;20736;Dataran Tinggi;Binjai Timur;Kota Binjai;Sumatera Utara
12.75.04.1003;20732;Timbang Langkat;Binjai Timur;Kota Binjai;Sumatera Utara
12.75.04.1004;20733;Mencirim;Binjai Timur;Kota Binjai;Sumatera Utara
12.75.04.1005;20734;Tunggurono;Binjai Timur;Kota Binjai;Sumatera Utara
12.75.04.1006;20735;Sumber Mulyorejo;Binjai Timur;Kota Binjai;Sumatera Utara
12.75.04.1007;20737;Sumber Karya;Binjai Timur;Kota Binjai;Sumatera Utara
12.75.05.1001;20725;Tanah Merah;Binjai Selatan;Kota Binjai;Sumatera Utara
12.75.05.1002;20724;Binjai Estate;Binjai Selatan;Kota Binjai;Sumatera Utara
12.75.05.1003;20728;Bhakti Karya;Binjai Selatan;Kota Binjai;Sumatera Utara
12.75.05.1004;20722;Rambung Dalam;Binjai Selatan;Kota Binjai;Sumatera Utara
12.75.05.1005;20727;Pujidadi;Binjai Selatan;Kota Binjai;Sumatera Utara
12.75.05.1006;20726;Tanah Seribu;Binjai Selatan;Kota Binjai;Sumatera Utara
12.75.05.1007;20723;Rambung Barat;Binjai Selatan;Kota Binjai;Sumatera Utara
12.75.05.1008;20721;Rambung Timur;Binjai Selatan;Kota Binjai;Sumatera Utara
12.76.01.1001;20623;Pabatu;Padang Hulu;Kota Tebing Tinggi;Sumatera Utara
12.76.01.1002;20622;Lubuk Baru;Padang Hulu;Kota Tebing Tinggi;Sumatera Utara
12.76.01.1006;20624;Persiakan;Padang Hulu;Kota Tebing Tinggi;Sumatera Utara
12.76.01.1007;20625;Bandar Sono;Padang Hulu;Kota Tebing Tinggi;Sumatera Utara
12.76.01.1010;20624;Tualang;Padang Hulu;Kota Tebing Tinggi;Sumatera Utara
12.76.01.1011;20624;Padang Merbau;Padang Hulu;Kota Tebing Tinggi;Sumatera Utara
12.76.01.1012;20624;Lubuk Raya;Padang Hulu;Kota Tebing Tinggi;Sumatera Utara
12.76.02.1004;20614;Rantau Laban;Rambutan;Kota Tebing Tinggi;Sumatera Utara
12.76.02.1007;20611;Karya Jaya;Rambutan;Kota Tebing Tinggi;Sumatera Utara
12.76.02.1009;20614;Lalang;Rambutan;Kota Tebing Tinggi;Sumatera Utara
12.76.02.1010;20616;Tanjung Marulak;Rambutan;Kota Tebing Tinggi;Sumatera Utara
12.76.02.1011;20616;Sri Padang;Rambutan;Kota Tebing Tinggi;Sumatera Utara
12.76.02.1012;20616;Tanjung Marulak Hilir;Rambutan;Kota Tebing Tinggi;Sumatera Utara
12.76.02.1013;20616;Mekar Sentosa;Rambutan;Kota Tebing Tinggi;Sumatera Utara
12.76.03.1001;20634;Bagelen;Padang Hilir;Kota Tebing Tinggi;Sumatera Utara
12.76.03.1002;20631;Tambangan;Padang Hilir;Kota Tebing Tinggi;Sumatera Utara
12.76.03.1004;20631;Tebing Tinggi;Padang Hilir;Kota Tebing Tinggi;Sumatera Utara
12.76.03.1006;20636;Satria;Padang Hilir;Kota Tebing Tinggi;Sumatera Utara
12.76.03.1007;20636;Damar Sari;Padang Hilir;Kota Tebing Tinggi;Sumatera Utara
12.76.03.1008;20636;Tambangan Hulu;Padang Hilir;Kota Tebing Tinggi;Sumatera Utara
12.76.03.1009;20636;Deblod Sundoro;Padang Hilir;Kota Tebing Tinggi;Sumatera Utara
12.76.04.1001;20621;Durian;Bajenis;Kota Tebing Tinggi;Sumatera Utara
12.76.04.1002;20621;Pelita;Bajenis;Kota Tebing Tinggi;Sumatera Utara
12.76.04.1003;20612;Bulian;Bajenis;Kota Tebing Tinggi;Sumatera Utara
12.76.04.1004;20611;Berohol;Bajenis;Kota Tebing Tinggi;Sumatera Utara
12.76.04.1005;20613;Bandar Sakti;Bajenis;Kota Tebing Tinggi;Sumatera Utara
12.76.04.1006;20612;Pinang Mancung;Bajenis;Kota Tebing Tinggi;Sumatera Utara
12.76.04.1007;20612;Teluk Karang;Bajenis;Kota Tebing Tinggi;Sumatera Utara
12.76.05.1001;20626;Mandailing;Tebing Tinggi Kota;Kota Tebing Tinggi;Sumatera Utara
12.76.05.1002;20627;Pasar Baru;Tebing Tinggi Kota;Kota Tebing Tinggi;Sumatera Utara
12.76.05.1003;20628;Pasar Gambir;Tebing Tinggi Kota;Kota Tebing Tinggi;Sumatera Utara
12.76.05.1004;20615;Badak Bejuang;Tebing Tinggi Kota;Kota Tebing Tinggi;Sumatera Utara
12.76.05.1005;20613;Bandar Utama;Tebing Tinggi Kota;Kota Tebing Tinggi;Sumatera Utara
12.76.05.1006;20633;Rambung;Tebing Tinggi Kota;Kota Tebing Tinggi;Sumatera Utara
12.76.05.1007;20632;Tebing Tinggi Lama;Tebing Tinggi Kota;Kota Tebing Tinggi;Sumatera Utara
12.77.01.1001;22715;Wek I;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1002;22718;Wek Ii;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1003;22719;Wek Iii;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1004;22719;Wek Iv;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1005;22716;Tanobato;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1006;22716;Tobat;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1007;22716;Batang Ayumi Jae;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1008;22711;Batang Ayumi Julu;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1009;22715;Sadabuan;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1010;22714;Panyanggar;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1011;22712;Bonan Dolok;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1012;22713;Losung Batu;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1013;22711;Timbangan;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1014;22711;Bincar;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1015;22711;Kantin;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.01.1016;22711;Kayu Ombun;Padangsidimpuan Utara;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1001;22723;Wek V;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1002;22724;Wek Vi;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1003;22722;Losung;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1004;22723;Sitamiang;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1005;22725;Ujung Padang;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1006;22726;Aek Tampang;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1007;22727;Padang Matinggi;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1008;22728;Silandit;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1009;22721;Sidangkal;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1010;22721;Hanopan;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1011;22727;Padang Matinggi Lestari;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.02.1012;22723;Sitamiang Baru;Padangsidimpuan Selatan;Kota Padangsidimpuan;Sumatera Utara
12.77.03.1001;22731;Batunadua Jae;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.1002;22731;Batunadua Julu;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2003;22731;Purwodadi;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2004;22731;Gunung Hasahatan;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2005;22731;Ujunggurap;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2006;22731;Aek Tuhul;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2007;22731;Baruas;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2008;22731;Siloting;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2009;22731;Aek Bayur;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2010;22731;Pudun Jae;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2011;22731;Pudun Julu;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2012;22731;Batang Bahal;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2013;22731;Aek Najaji;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2014;22731;Simirik;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.03.2015;22731;Bargottopong;Padangsidimpuan Batunadua;Kota Padangsidimpuan;Sumatera Utara
12.77.04.1001;22701;Hutaimbaru;Padangsidimpuan Hutaimbaru;Kota Padangsidimpuan;Sumatera Utara
12.77.04.1002;22703;Lubuk Raya;Padangsidimpuan Hutaimbaru;Kota Padangsidimpuan;Sumatera Utara
12.77.04.1003;22706;Sabungan Jae;Padangsidimpuan Hutaimbaru;Kota Padangsidimpuan;Sumatera Utara
12.77.04.1004;22702;Lembah Lubuk Manik;Padangsidimpuan Hutaimbaru;Kota Padangsidimpuan;Sumatera Utara
12.77.04.1005;22704;Palopat Maria;Padangsidimpuan Hutaimbaru;Kota Padangsidimpuan;Sumatera Utara
12.77.04.2006;22707;Sabungan Sipabangun;Padangsidimpuan Hutaimbaru;Kota Padangsidimpuan;Sumatera Utara
12.77.04.2007;22708;Singali;Padangsidimpuan Hutaimbaru;Kota Padangsidimpuan;Sumatera Utara
